Annual_Income,Num_of_Loan,Num_of_Delayed_Payment,Outstanding_Debt
19135.35,2,6,1064.05
126664.28,2,5,270.36
126664.28,2,6,270.36
126664.28,2,8,270.36
126664.28,2,7,270.36
126664.28,2,8,270.36
19899.64,2,11,714.58
19899.64,2,11,714.58
19899.64,2,0,714.58
19899.64,2,8,714.58
19899.64,2,11,714.58
64294.77,1,15,1052.1
64294.77,1,13,1052.1
64294.77,1,12,1052.1
64294.77,1,14,1052.1
30429.91,2,18,362.48
30429.91,2,17,362.48
30429.91,2,17,362.48
30429.91,2,0,362.48
30429.91,2,17,362.48
34512.78,2,5,394.52
34512.78,2,5,394.52
34512.78,2,2,394.52
34512.78,2,2,394.52
34512.78,2,8,394.52
34512.78,2,5,394.52
23522.97,1,15,1478.07
23522.97,1,14,1478.07
23522.97,1,14,1478.07
23522.97,1,14,1478.07
23522.97,1,14,1478.07
29785.28,6,0,66.95
29785.28,6,13,66.95
29785.28,6,15,66.95
108397.59,3,4,1458.47
108397.59,3,4,1458.47
108397.59,3,6,1458.47
108397.59,3,6,1458.47
108397.59,3,3316,1458.47
108397.59,3,0,1458.47
71690.42,4,6,1217.03
71690.42,4,6,1217.03
96108.54,0,5,1477.46
96108.54,0,5,1477.46
96108.54,0,5,1477.46
96108.54,0,5,1477.46
96108.54,0,2,1477.46
21129.11,0,9,886.72
21129.11,0,9,886.72
61355.12,0,5,428.61
61355.12,0,8,428.61
61355.12,0,7,428.61
28993.75,1,0,822.72
28993.75,1,0,822.72
28993.75,1,2,822.72
30962.65,0,12,716.42
30962.65,0,13,716.42
30962.65,0,13,716.42
30962.65,0,0,716.42
19547.065,3,11,824.36
19547.065,3,12,824.36
19547.065,3,12,824.36
19547.065,3,12,824.36
19547.065,3,12,824.36
103943.0,2,12,1363.4
103943.0,2,15,1363.4
103943.0,2,15,1363.4
103943.0,2,18,1363.4
20695.58,4,8,1352.84
20695.58,4,8,1352.84
20695.58,4,8,1352.84
25846.78,4,12,1.23
25846.78,4,12,1.23
25846.78,4,12,1.23
25846.78,4,12,1.23
25846.78,4,12,1.23
73134.06,4,12,382.91
73134.06,4,15,382.91
73134.06,4,12,382.91
73134.06,4,10,382.91
28397.31,2,10,1398.33
28397.31,2,10,1398.33
28397.31,2,10,1398.33
28397.31,2,7,1398.33
37419.7,4,0,653.66
37419.7,4,0,653.66
117680.84,2,17,240.52
117680.84,2,17,240.52
117680.84,2,17,240.52
35205.45,3,9,671.94
35205.45,3,9,671.94
35205.45,3,9,671.94
35205.45,3,0,671.94
24105369.0,3,9,671.94
35205.45,3,9,671.94
15891.115,3,9,494.48
15891.115,3,9,494.48
47631.96,5,14,1341.22
47631.96,5,15,1341.22
47631.96,5,15,1341.22
148678.44,1,8,955.93
148678.44,1,4,955.93
148678.44,1,6,955.93
26697.27,4,21,942.4
26697.27,4,19,942.4
26697.27,4,19,942.4
26697.27,4,19,942.4
26697.27,4,19,942.4
26697.27,4,16,942.4
26697.27,4,19,942.4
71633.48,0,6,157.93
71633.48,0,7,157.93
71633.48,0,0,157.93
71633.48,0,4,157.93
43395.09,3,11,1103.7
43395.09,3,11,1103.7
43395.09,3,14,1103.7
43395.09,3,11,1103.7
19956.6,0,15,415.74
19956.6,0,18,415.74
71625.2,0,4,461.75
71625.2,0,3,461.75
71625.2,0,3,461.75
7830.03,5,23,1255.57
7830.03,5,23,1255.57
7830.03,5,23,1255.57
7830.03,5,23,1255.57
61839.26,0,4,1014.5
61839.26,0,1,1014.5
123242.36,2,18,37.69
123242.36,2,20,37.69
123242.36,2,19,37.69
123242.36,2,16,37.69
123242.36,2,18,37.69
12743.995,2,12,998.95
12743.995,2,12,998.95
12743.995,2,12,998.95
12743.995,2,12,998.95
29892.37,2,5,695.39
29892.37,2,8,695.39
29892.37,2,8,695.39
29892.37,2,8,695.39
29892.37,2,9,695.39
30988.61,0,4,820.56
30988.61,0,4,820.56
86304.38,1,10,6.41
86304.38,1,10,6.41
34476.64,2,9,772.61
34476.64,2,9,772.61
34476.64,2,12,772.61
34476.64,2,9,772.61
144342.52,1,13,1123.41
144342.52,1,10,1123.41
144342.52,1,9,1123.41
144342.52,1,10,1123.41
144342.52,1,10,1123.41
128450.32,3,2,23.79
128450.32,3,2,23.79
128450.32,3,2,23.79
128450.32,3,2,23.79
128450.32,3,2,23.79
55139.82,4,12,95.73
55139.82,4,12,95.73
55139.82,4,13,95.73
55139.82,4,12,95.73
55139.82,4,13,95.73
92497.5,0,3,406.94
92497.5,0,2,406.94
28405.61,3,19,582.97
28405.61,3,19,582.97
28405.61,3,17,582.97
28405.61,3,19,582.97
28405.61,3,17,582.97
63079.46,4,8,900.32
63079.46,4,10,900.32
63079.46,4,10,900.32
62168.04,4,16,135.72
62168.04,4,17,135.72
62168.04,4,16,135.72
62168.04,4,16,135.72
62168.04,4,16,135.72
62168.04,4,16,135.72
31429.85,2,20,884.18
31429.85,2,0,884.18
31429.85,2,20,884.18
31429.85,2,20,884.18
31429.85,2,17,884.18
31429.85,2,19,884.18
31429.85,2,20,884.18
86567.96,1,0,921.87
86567.96,1,10,921.87
86567.96,1,8,921.87
31923.73,0,10,57.46
31923.73,0,10,57.46
31923.73,0,9,57.46
31923.73,0,10,57.46
120889.62,0,1,1204.98
120889.62,0,1,1204.98
120889.62,0,4266,1204.98
120889.62,0,1,1204.98
120889.62,0,1,1204.98
120889.62,0,2,1204.98
120889.62,0,1,1204.98
18246.25,2,10,845.61
18246.25,2,7,845.61
18246.25,2,0,845.61
18246.25,2,7,845.61
35248.41,4,18,430.56
35248.41,4,18,430.56
35248.41,4,18,430.56
35248.41,4,19,430.56
35248.41,4,18,430.56
9500.235,3,9,459.49
9500.235,3,9,459.49
16096.54,1,11,927.98
16096.54,1,11,927.98
16096.54,1,8,927.98
16096.54,1,11,927.98
146090.64,0,9,909.23
146090.64,0,10,909.23
146090.64,0,8,909.23
146090.64,0,8,909.23
146090.64,0,8,909.23
35728.36,1,16,90.37
35728.36,1,16,90.37
35728.36,1,16,90.37
8493710.0,1,16,90.37
68369.88,2,22,40.13
68369.88,2,20,40.13
68369.88,2,20,40.13
68369.88,2,20,40.13
68369.88,2,20,40.13
29223.35,3,15,436.64
29223.35,3,18,436.64
29223.35,3,19,436.64
84408.16,3,12,645.83
84408.16,3,12,645.83
84408.16,3,12,645.83
84408.16,3,9,645.83
84408.16,3,12,645.83
84408.16,3,12,645.83
94053.57,3,0,815.38
94053.57,3,12,815.38
94053.57,3,7,815.38
94053.57,3,10,815.38
94053.57,3,10,815.38
94053.57,3,12,815.38
26877.26,0,9,274.99
26877.26,0,12,274.99
26877.26,0,12,274.99
26877.26,0,12,274.99
134928.36000000002,0,11,587.0
134928.36000000002,0,9,587.0
134928.36000000002,0,11,587.0
134928.36000000002,0,11,587.0
134928.36000000002,0,11,587.0
134928.36000000002,0,11,587.0
101112.6,2,0,399.49
101112.6,2,20,399.49
101112.6,2,20,399.49
101112.6,2,20,399.49
101112.6,2,23,399.49
101112.6,2,20,399.49
101112.6,2,20,399.49
107334.88,0,15,508.85
107334.88,0,0,508.85
107334.88,0,13,508.85
42098.93,3,7,936.45
42098.93,3,0,936.45
42098.93,3,8,936.45
42098.93,3,7,936.45
42098.93,3,7,936.45
163032.6,1,3,18.93
163032.6,1,9,18.93
163032.6,1,6,18.93
163032.6,1,6,18.93
163032.6,1,6,18.93
41811.51,3,0,1137.64
41811.51,3,1,1137.64
41811.51,3,0,1137.64
41811.51,3,0,1137.64
40678.44,1,0,1301.75
40678.44,1,18,1301.75
40678.44,1,18,1301.75
61683.18,4,6,629.16
61683.18,4,6,629.16
61683.18,4,4,629.16
61683.18,4,6,629.16
14831.815,2,14,1490.48
14831.815,2,13,1490.48
14831.815,2,10,1490.48
10091.225,2,16,855.24
10091.225,2,16,855.24
10091.225,2,16,855.24
30092.13,2,3,217.49
176572.12,1,8,1284.88
176572.12,1,9,1284.88
176572.12,1,9,1284.88
176572.12,1,9,1284.88
130169.92,1,13,354.32
130169.92,1,0,354.32
130169.92,1,13,354.32
130169.92,1,17,354.32
130169.92,1,12,354.32
113616.93,0,0,1178.3
113616.93,0,0,1178.3
113616.93,0,2,1178.3
113616.93,0,1,1178.3
107427.99,1,17,1124.02
107427.99,1,14,1124.02
107427.99,1,17,1124.02
34947.63,4,8,936.29
34947.63,4,8,936.29
4293824.0,4,11,936.29
34947.63,4,8,936.29
34947.63,4,0,936.29
73798.76,4,14,757.01
73798.76,4,15,757.01
73798.76,4,13,757.01
73798.76,4,13,757.01
20734.16,1,13,1344.19
20734.16,1,13,1344.19
20734.16,1,13,1344.19
20734.16,1,0,1344.19
20734.16,1,0,1344.19
14515.84,3,17,1470.11
14515.84,3,17,1470.11
73026.92,3,11,98.77
73026.92,3,12,98.77
73026.92,3,13,98.77
29249.41,3,13,439.34
29249.41,3,13,439.34
14424.97,4,15,808.32
14424.97,4,13,808.32
14424.97,4,0,808.32
14424.97,4,13,808.32
14424.97,4,14,808.32
37921.22,3,0,1077.93
37921.22,3,5,1077.93
37921.22,3,6,1077.93
37921.22,3,3,1077.93
37921.22,3,4,1077.93
34238.4,1,19,322.94
34238.4,1,19,322.94
34238.4,1,19,322.94
34238.4,1,0,322.94
75908.66,4,0,58.5
75908.66,4,5,58.5
75908.66,4,6,58.5
75908.66,4,6,58.5
75908.66,4,6,58.5
75908.66,4,9,58.5
17464.64,7,15,289.05
17464.64,7,14,289.05
17464.64,7,14,289.05
17464.64,7,14,289.05
17464.64,7,14,289.05
17464.64,7,12,289.05
17464.64,7,0,289.05
33579.27,3,14,517.8
33579.27,3,11,517.8
33579.27,3,14,517.8
33579.27,3,14,517.8
121471.44,2,0,736.68
121471.44,2,4,736.68
121471.44,2,2,736.68
121471.44,2,3,736.68
68721.08,1,12,130.89
68721.08,1,12,130.89
68721.08,1,12,130.89
20830.8,1,16,449.39
20830.8,1,16,449.39
16072.1,7,8,1463.64
16072.1,7,0,1463.64
16072.1,7,5,1463.64
26347.02,2,9,409.12
26347.02,2,9,409.12
26347.02,2,10,409.12
26347.02,2,9,409.12
14453.63,4,20,1298.38
14453.63,4,20,1298.38
14453.63,4,20,1298.38
14453.63,4,20,1298.38
14453.63,4,20,1298.38
17357.205,4,9,1076.46
17357.205,4,12,1076.46
17357.205,4,9,1076.46
26508.58,3,20,1356.64
26508.58,3,19,1356.64
26508.58,3,22,1356.64
110912.79,1,3,36.4
110912.79,1,0,36.4
110912.79,1,0,36.4
110912.79,1,0,36.4
110912.79,1,3,36.4
35940.94,1,6,237.26
35940.94,1,8,237.26
35940.94,1,8,237.26
35940.94,1,8,237.26
35940.94,1,8,237.26
35940.94,1,8,237.26
95329.23,1,1,832.55
95329.23,1,2,832.55
95329.23,1,2,832.55
95329.23,1,2,832.55
67327.32,3,8,495.02
67327.32,3,8,495.02
67327.32,3,8,495.02
67327.32,3,8,495.02
67327.32,3,8,495.02
12151.75,1,12,1011.03
12151.75,1,15,1011.03
12151.75,1,14,1011.03
12151.75,1,15,1011.03
12151.75,1,15,1011.03
61269.16,2,17,389.91
61269.16,2,17,389.91
61269.16,2,0,389.91
61269.16,2,15,389.91
61269.16,2,17,389.91
61269.16,2,20,389.91
61269.16,2,17,389.91
67845.56,4,17,1478.49
67845.56,4,20,1478.49
67845.56,4,17,1478.49
67845.56,4,17,1478.49
67845.56,4,17,1478.49
67845.56,4,17,1478.49
67845.56,4,19,1478.49
105080.76,1,8,361.25
105080.76,1,8,361.25
105080.76,1,8,361.25
105080.76,1,8,361.25
31751.78,0,11,581.67
31751.78,0,13,581.67
31751.78,0,14,581.67
31751.78,0,13,581.67
29633.99,2,20,113.42
29633.99,2,19,113.42
29633.99,2,21,113.42
29633.99,2,19,113.42
29633.99,2,19,113.42
29633.99,2,18,113.42
23489.78,4,13,530.44
23489.78,4,11,530.44
23489.78,4,13,530.44
23489.78,4,13,530.44
23489.78,4,13,530.44
23489.78,4,15,530.44
23489.78,4,13,530.44
23489.78,4,13,530.44
15328.665,0,12,1414.44
15328.665,0,10,1414.44
15328.665,0,12,1414.44
15328.665,0,10,1414.44
15328.665,0,12,1414.44
23900.41,4,9,234.73
23900.41,4,10,234.73
23900.41,4,7,234.73
23900.41,4,9,234.73
52032.16,1,14,1255.37
52032.16,1,12,1255.37
52032.16,1,12,1255.37
52032.16,1,12,1255.37
52032.16,1,13,1255.37
11798.555,5,18,784.5
11798.555,5,16,784.5
11798.555,5,17,784.5
11798.555,5,15,784.5
120479.63999999998,2,6,590.08
120479.63999999998,2,5,590.08
120479.63999999998,2,3,590.08
120479.63999999998,2,3,590.08
120479.63999999998,2,4,590.08
30813.68,4,10,1312.2
30813.68,4,10,1312.2
30813.68,4,10,1312.2
30813.68,4,10,1312.2
30813.68,4,10,1312.2
23631.2,3,11,903.96
23631.2,3,14,903.96
23631.2,3,14,903.96
16099.62,0,0,1042.78
16099.62,0,8,1042.78
16099.62,0,9,1042.78
68213.38,3,16,769.47
68213.38,3,16,769.47
68213.38,3,0,769.47
17025.51,2,9,42.85
17025.51,2,8,42.85
104075.52,1,16,1371.49
104075.52,1,13,1371.49
104075.52,1,0,1371.49
104075.52,1,13,1371.49
104075.52,1,16,1371.49
60224.34,0,1,1261.46
60224.34,0,2,1261.46
60224.34,0,0,1261.46
2866067.0,0,0,1261.46
60224.34,0,0,1261.46
109652.7,2,3,1056.45
109652.7,2,4,1056.45
109652.7,2,5,1056.45
109652.7,2,4,1056.45
21892.96,1,0,624.67
21892.96,1,12,624.67
21892.96,1,12,624.67
21892.96,1,10,624.67
163978.4,1,1,789.36
163978.4,1,2,789.36
163978.4,1,3,789.36
163978.4,1,1,789.36
163978.4,1,1,789.36
14917.845,2,2,609.71
14917.845,2,0,609.71
35520.48,0,9,994.53
35520.48,0,9,994.53
34746.02,1,21,1258.88
34746.02,1,20,1258.88
34746.02,1,20,1258.88
34746.02,1,20,1258.88
34746.02,1,23,1258.88
126217.6,1,8,1000.98
21075.82,1,20,749.5
21075.82,1,18,749.5
21075.82,1,19,749.5
14049.075,1,1,1409.86
14049.075,1,1,1409.86
14049.075,1,4,1409.86
14049.075,1,1,1409.86
14049.075,1,1,1409.86
14049.075,1,1,1409.86
12629.6,2,20,1090.8
12629.6,2,19,1090.8
12629.6,2,21,1090.8
12629.6,2,23,1090.8
12629.6,2,20,1090.8
12629.6,2,20,1090.8
66341.45999999999,4,20,276.5
66341.45999999999,4,20,276.5
66341.45999999999,4,21,276.5
66341.45999999999,4,20,276.5
66341.45999999999,4,20,276.5
73517.54,2,16,1187.38
73517.54,2,16,1187.38
73517.54,2,0,1187.38
73517.54,2,16,1187.38
73517.54,2,16,1187.38
16758266.0,2,16,1187.38
58145.22,2,0,171.06
58145.22,2,0,171.06
58145.22,2,0,171.06
58145.22,2,0,171.06
101696.19,2,18,545.89
28385.62,7,9,64.65
28385.62,7,0,64.65
28385.62,7,0,64.65
28385.62,7,0,64.65
28385.62,7,7,64.65
28385.62,7,8,64.65
30509.4,4,0,1496.06
30509.4,4,12,1496.06
30509.4,4,14,1496.06
30509.4,4,14,1496.06
15820.155,2,9,1312.49
15820.155,2,9,1312.49
98518.68,2,16,128.35
98518.68,2,15,128.35
92362.68,4,3738,747.28
92362.68,4,9,747.28
92362.68,4,12,747.28
116336.32,0,7,1117.3
116336.32,0,7,1117.3
116336.32,0,7,1117.3
116336.32,0,7,1117.3
116336.32,0,7,1117.3
116336.32,0,10,1117.3
38635.95,4,8,562.21
38635.95,4,6,562.21
38635.95,4,8,562.21
38635.95,4,8,562.21
38635.95,4,6,562.21
38635.95,4,10,562.21
25203.1,2,9,393.77
25203.1,2,9,393.77
25203.1,2,9,393.77
25203.1,2,9,393.77
25203.1,2,9,393.77
20232.11,5,19,1104.6
20232.11,5,19,1104.6
20232.11,5,19,1104.6
20232.11,5,19,1104.6
20232.11,5,20,1104.6
111090.06,3,3,575.32
111090.06,3,6,575.32
111090.06,3,3,575.32
44498.78,3,11,1131.03
44498.78,3,11,1131.03
44498.78,3,11,1131.03
44498.78,3,9,1131.03
44498.78,3,11,1131.03
101628.12,0,6,248.77
101628.12,0,9,248.77
101628.12,0,0,248.77
66560.22,2,15,837.34
66560.22,2,16,837.34
66560.22,2,16,837.34
66560.22,2,18,837.34
66560.22,2,13,837.34
38690.04,2,0,590.94
38690.04,2,11,590.94
38690.04,2,15,590.94
38690.04,2,14,590.94
38690.04,2,15,590.94
38690.04,2,14,590.94
60909.15,5,19,1423.88
60909.15,5,20,1423.88
60909.15,5,19,1423.88
60909.15,5,0,1423.88
60909.15,5,19,1423.88
22705.83,2,12,854.1
22705.83,2,15,854.1
22705.83,2,12,854.1
22705.83,2,10,854.1
22705.83,2,12,854.1
163904.56,0,3,29.82
163904.56,0,3,29.82
163904.56,0,3,29.82
163904.56,0,3,29.82
163904.56,0,3,29.82
20282.42,4,14,489.03
20282.42,4,16,489.03
20282.42,4,17,489.03
28891.26,0,10,499.1
26918.38,2,12,1054.9
26918.38,2,13,1054.9
26918.38,2,13,1054.9
26918.38,2,13,1054.9
26918.38,2,16,1054.9
30748.93,2,3,860.97
30748.93,2,3,860.97
30748.93,2,2,860.97
30748.93,2,3,860.97
48356.66,2,10,1323.42
48356.66,2,9,1323.42
48356.66,2,12,1323.42
48356.66,2,10,1323.42
48356.66,2,8,1323.42
112021.6,0,13,1313.69
112021.6,0,10,1313.69
112021.6,0,9,1313.69
112021.6,0,12,1313.69
112021.6,0,10,1313.69
112021.6,0,10,1313.69
41736.66,3,1,1385.82
41736.66,3,2,1385.82
41736.66,3,1,1385.82
41736.66,3,2,1385.82
41736.66,3,2,1385.82
41736.66,3,1,1385.82
40457.96,0,6,340.15
40457.96,0,7,340.15
40457.96,0,6,340.15
40457.96,0,6,340.15
40457.96,0,6,340.15
40457.96,0,6,340.15
40023.81,4,4,1137.04
40023.81,4,6,1137.04
40023.81,4,6,1137.04
132262.74,1,2,309.13
132262.74,1,0,309.13
132262.74,1,3,309.13
132262.74,1,0,309.13
132262.74,1,3,309.13
35976.97,3,2,568.67
35976.97,3,0,568.67
35976.97,3,1,568.67
28287.18,1,9,1010.16
28287.18,1,9,1010.16
28287.18,1,9,1010.16
28287.18,1,9,1010.16
25740.18,1,10,1273.88
25740.18,1,10,1273.88
25740.18,1,10,1273.88
25740.18,1,0,1273.88
64173.56,2,19,497.23
64173.56,2,17,497.23
64173.56,2,17,497.23
64173.56,2,17,497.23
64173.56,2,17,497.23
64173.56,2,16,497.23
30819.56,4,14,401.26
30819.56,4,13,401.26
30819.56,4,11,401.26
30819.56,4,9,401.26
30819.56,4,10,401.26
79847.97,0,14,1479.58
79847.97,0,17,1479.58
79847.97,0,17,1479.58
17525.87,2,13,903.74
17525.87,2,13,903.74
17525.87,2,14,903.74
17525.87,2,13,903.74
17525.87,2,11,903.74
27910.59,2,16,229.47
27910.59,2,16,229.47
27910.59,2,17,229.47
27910.59,2,18,229.47
35849.77,2,18,566.08
35849.77,2,20,566.08
35849.77,2,20,566.08
78498.72,0,9,910.99
78498.72,0,9,910.99
78498.72,0,9,910.99
78498.72,0,6,910.99
78498.72,0,9,910.99
78498.72,0,9,910.99
78498.72,0,9,910.99
16135.12,2,9,1091.33
16135.12,2,9,1091.33
16135.12,2,8,1091.33
16135.12,2,0,1091.33
51031.6,3,8,1437.83
51031.6,3,11,1437.83
51031.6,3,12,1437.83
51031.6,3,11,1437.83
51031.6,3,12,1437.83
51031.6,3,11,1437.83
51031.6,3,960,1437.83
84659.22,1,13,704.53
84659.22,1,0,704.53
84659.22,1,13,704.53
44190.3,2,14,476.56
44190.3,2,15,476.56
44190.3,2,14,476.56
44190.3,2,14,476.56
38624.06,4,10,1394.46
38624.06,4,10,1394.46
38624.06,4,10,1394.46
91018.76,2,15,666.9
8946560.0,2,14,666.9
91018.76,2,0,666.9
91018.76,2,15,666.9
91018.76,2,15,666.9
91018.76,2,15,666.9
36512.4,4,9,623.42
36512.4,4,12,623.42
36512.4,4,8,623.42
36512.4,4,9,623.42
36512.4,4,9,623.42
36512.4,4,11,623.42
34317.21,2,20,1164.47
34317.21,2,20,1164.47
34317.21,2,21,1164.47
10285.71,1,6,1354.57
10285.71,1,8,1354.57
10285.71,1,8,1354.57
10285.71,1,8,1354.57
10285.71,1,8,1354.57
32500.35,1,2,1203.72
32500.35,1,4,1203.72
32500.35,1,4,1203.72
32500.35,1,4,1203.72
32500.35,1,3,1203.72
93125.48,0,20,461.72
93125.48,0,20,461.72
93125.48,0,23,461.72
93125.48,0,20,461.72
15847.06,6,11,412.71
15847.06,6,14,412.71
15847.06,6,14,412.71
15847.06,6,11,412.71
29651.23,2,15,1217.99
29651.23,2,15,1217.99
29651.23,2,15,1217.99
29651.23,2,17,1217.99
29651.23,2,15,1217.99
44927.86,3,8,762.62
44927.86,3,8,762.62
44927.86,3,8,762.62
44927.86,3,8,762.62
72002.56,2,19,1021.82
15684218.0,2,0,1021.82
72002.56,2,18,1021.82
41806.16,1,1706,300.61
41806.16,1,5,300.61
41806.16,1,5,300.61
41806.16,1,3,300.61
41806.16,1,4,300.61
71421.15,0,11,566.98
71421.15,0,13,566.98
71421.15,0,10,566.98
71421.15,0,10,566.98
64514.31,3,8,374.51
64514.31,3,8,374.51
64514.31,3,11,374.51
64514.31,3,6,374.51
64514.31,3,8,374.51
109905.96,1,15,150.87
109905.96,1,16,150.87
109905.96,1,15,150.87
109905.96,1,16,150.87
109905.96,1,19,150.87
73451.94,3,20,965.51
73451.94,3,20,965.51
73451.94,3,18,965.51
73451.94,3,21,965.51
43360.74,2,8,287.65
43360.74,2,8,287.65
43360.74,2,8,287.65
43360.74,2,8,287.65
71605.0,2,8,519.84
71605.0,2,8,519.84
71605.0,2,8,519.84
71605.0,2,8,519.84
22457.51,0,3,811.19
35218.52,2,12,961.92
35218.52,2,13,961.92
35218.52,2,9,961.92
35218.52,2,12,961.92
8311070.0,1,1,1065.23
16988.435,1,1,1065.23
16988.435,1,1,1065.23
28838.96,1,10,221.7
28838.96,1,10,221.7
28838.96,1,10,221.7
28838.96,1,9,221.7
28838.96,1,0,221.7
10616.07,5,19,765.97
10616.07,5,0,765.97
50686.31999999999,2,13,145.46
50686.31999999999,2,0,145.46
50686.31999999999,2,13,145.46
50686.31999999999,2,10,145.46
16221.07,2,6,197.05
16221.07,2,3,197.05
16221.07,2,7,197.05
16221.07,2,6,197.05
16221.07,2,6,197.05
83181.88,3,0,353.65
83181.88,3,0,353.65
83181.88,3,0,353.65
17574.745,3,9,766.72
17574.745,3,0,766.72
17574.745,3,9,766.72
17574.745,3,0,766.72
17574.745,3,9,766.72
17574.745,3,9,766.72
31364.96,0,9,948.01
31364.96,0,9,948.01
31364.96,0,9,948.01
31364.96,0,9,948.01
35793.61,1,15,720.19
35793.61,1,15,720.19
35793.61,1,15,720.19
40067.1,1,9,1109.77
40067.1,1,9,1109.77
40067.1,1,10,1109.77
160664.8,1,5,244.08
160664.8,1,7,244.08
160664.8,1,5,244.08
160664.8,1,8,244.08
160664.8,1,5,244.08
160664.8,1,7,244.08
160664.8,1,5,244.08
133779.72,1,3031,891.64
133779.72,1,2,891.64
133779.72,1,2,891.64
104744.88,4,8,705.05
104744.88,4,8,705.05
104744.88,4,7,705.05
90562.83,2,5,1217.99
90562.83,2,8,1217.99
28256.63,1,18,66.47
28256.63,1,14,66.47
28256.63,1,17,66.47
28256.63,1,17,66.47
62901.08,3,16,228.25
62901.08,3,13,228.25
62901.08,3,16,228.25
62901.08,3,14,228.25
62901.08,3,16,228.25
62901.08,3,16,228.25
67928.84,0,8,1373.36
67928.84,0,8,1373.36
67928.84,0,8,1373.36
119848.77,1,12,1049.14
119848.77,1,10,1049.14
119848.77,1,10,1049.14
119848.77,1,9,1049.14
119848.77,1,10,1049.14
11426.59,0,11,465.1
11426.59,0,14,465.1
11426.59,0,11,465.1
11426.59,0,11,465.1
11426.59,0,13,465.1
9608.03,6,14,1494.17
9608.03,6,11,1494.17
9608.03,6,11,1494.17
9608.03,6,11,1494.17
9608.03,6,11,1494.17
9608.03,6,11,1494.17
167883.84,1,6,948.18
167883.84,1,4,948.18
167883.84,1,4,948.18
167883.84,1,6,948.18
167883.84,1,6,948.18
167883.84,1,4,948.18
20877.19,5,20,1324.1
20877.19,5,20,1324.1
20877.19,5,21,1324.1
20877.19,5,20,1324.1
58280.72,1,4,471.3
58280.72,1,4,471.3
58280.72,1,4,471.3
60284.16,2,4,1306.74
60284.16,2,4,1306.74
60284.16,2,3,1306.74
60284.16,2,6,1306.74
68392.18,3,5,719.2
68392.18,3,5,719.2
68392.18,3,5,719.2
68392.18,3,8,719.2
77604.32,3,14,550.67
77604.32,3,12,550.67
77604.32,3,12,550.67
77604.32,3,12,550.67
77604.32,3,12,550.67
42153.13,3,10,1027.64
42153.13,3,11,1027.64
42153.13,3,9,1027.64
42153.13,3,11,1027.64
42153.13,3,9,1027.64
61503.66,4,19,1150.36
61503.66,4,0,1150.36
61503.66,4,19,1150.36
61503.66,4,19,1150.36
61503.66,4,19,1150.36
61503.66,4,19,1150.36
17603.265,0,10,836.66
17603.265,0,0,836.66
17603.265,0,7,836.66
9032145.0,0,7,836.66
97009.44,0,8,472.88
97009.44,0,5,472.88
97009.44,0,5,472.88
92127.24,3,20,487.54
92127.24,3,20,487.54
92127.24,3,20,487.54
92127.24,3,20,487.54
42811.36,4,12,742.29
42811.36,4,12,742.29
42811.36,4,12,742.29
42811.36,4,10,742.29
42811.36,4,11,742.29
42811.36,4,12,742.29
42811.36,4,12,742.29
40651.74,4,3,231.41
40651.74,4,2,231.41
40651.74,4,0,231.41
40651.74,4,3,231.41
40651.74,4,3,231.41
40651.74,4,3,231.41
36841.39,1,10,414.56
36841.39,1,11,414.56
36841.39,1,0,414.56
36841.39,1,11,414.56
36841.39,1,11,414.56
36841.39,1,11,414.56
67059.18,4,17,255.76
67059.18,4,17,255.76
67059.18,4,17,255.76
67059.18,4,17,255.76
67059.18,4,18,255.76
128141.19,2,8,198.77
128141.19,2,10,198.77
128141.19,2,0,198.77
18305909.0,4,9,978.14
65017.26,4,10,978.14
65017.26,4,10,978.14
65017.26,4,9,978.14
81995.32,4,10,193.78
81995.32,4,10,193.78
81995.32,4,10,193.78
81995.32,4,10,193.78
81995.32,4,11,193.78
67749.5,2,17,1437.3
29490.49,4,6,591.33
29490.49,4,6,591.33
29490.49,4,6,591.33
29490.49,4,6,591.33
29490.49,4,6,591.33
44708.14,0,4,352.44
44708.14,0,1,352.44
44708.14,0,2,352.44
44708.14,0,0,352.44
66022.26,3,12,984.03
66022.26,3,11,984.03
66022.26,3,11,984.03
66022.26,3,12,984.03
66022.26,3,10,984.03
